	d	j	v	frequency	frequency
396	IGHD2-9*02	IGHJ3*02	IGHV1-33*01	NA	NA
397	NA	IGHJ2*01	IGHV1-33*01	NA	NA
398	NA	IGHJ3*01	IGHV1-33*01	NA	NA
399	NA	IGHJ3*02	IGHV1-33*01	NA	NA
400	NA	IGHJ4*01	IGHV1-33*01	NA	NA
401	IGHD1-1*01	IGHJ1*03	IGHV1-34*01	NA	NA
402	IGHD1-1*01	IGHJ2*01	IGHV1-34*01	NA	NA
403	IGHD1-1*01	IGHJ3*01	IGHV1-34*01	NA	NA
404	IGHD1-1*01	IGHJ4*01	IGHV1-34*01	NA	NA
405	IGHD2-3*01	IGHJ4*01	IGHV1-34*01	NA	NA
406	IGHD2-6*01	IGHJ3*01	IGHV1-34*01	NA	NA
407	IGHD2-8*01	IGHJ2*01	IGHV1-34*01	NA	NA
408	IGHD2-8*01	IGHJ3*01	IGHV1-34*01	NA	NA
409	IGHD3-2*02	IGHJ3*01	IGHV1-34*01	NA	NA
410	NA	IGHJ1*01	IGHV1-34*01	NA	NA
411	NA	IGHJ1*03	IGHV1-34*01	NA	NA
412	NA	IGHJ2*01	IGHV1-34*01	NA	NA
413	NA	IGHJ3*01	IGHV1-34*01	NA	NA
414	NA	IGHJ4*01	IGHV1-34*01	NA	NA
415	IGHD1-1*01	IGHJ1*01	IGHV1-34*02	NA	NA
416	IGHD1-1*01	IGHJ2*01	IGHV1-34*02	NA	NA
417	IGHD1-1*01	IGHJ3*01	IGHV1-34*02	NA	NA
418	IGHD1-1*01	IGHJ4*01	IGHV1-34*02	NA	NA
419	IGHD1-2*01	IGHJ2*01	IGHV1-34*02	NA	NA
420	IGHD2-14*01	IGHJ4*01	IGHV1-34*02	NA	NA
421	IGHD2-3*01	IGHJ2*01	IGHV1-34*02	NA	NA
422	IGHD2-3*01	IGHJ4*01	IGHV1-34*02	NA	NA
423	IGHD2-8*01	IGHJ2*01	IGHV1-34*02	NA	NA
424	IGHD2-8*01	IGHJ4*01	IGHV1-34*02	NA	NA
425	IGHD2-9*02	IGHJ2*01	IGHV1-34*02	NA	NA
426	IGHD3-2*01	IGHJ3*01	IGHV1-34*02	NA	NA
427	NA	IGHJ1*01	IGHV1-34*02	NA	NA
428	NA	IGHJ2*01	IGHV1-34*02	NA	NA
429	NA	IGHJ2*02	IGHV1-34*02	NA	NA
430	NA	IGHJ3*01	IGHV1-34*02	NA	NA
431	NA	IGHJ4*01	IGHV1-34*02	NA	NA
432	IGHD1-1*01	IGHJ1*03	IGHV1-36*01	NA	NA
433	IGHD1-1*01	IGHJ2*01	IGHV1-36*01	NA	NA
434	IGHD1-1*01	IGHJ3*01	IGHV1-36*01	NA	NA
435	IGHD1-1*01	IGHJ4*01	IGHV1-36*01	NA	NA
436	IGHD2-6*01	IGHJ3*01	IGHV1-36*01	NA	NA
437	IGHD2-8*01	IGHJ3*01	IGHV1-36*01	NA	NA
438	IGHD2-9*02	IGHJ3*01	IGHV1-36*01	NA	NA
439	IGHD2-9*02	IGHJ4*01	IGHV1-36*01	NA	NA
440	IGHD3-2*02	IGHJ3*01	IGHV1-36*01	NA	NA
441	IGHD3-2*02	IGHJ4*01	IGHV1-36*01	NA	NA
442	NA	IGHJ1*01	IGHV1-36*01	NA	NA
443	NA	IGHJ1*03	IGHV1-36*01	NA	NA
444	NA	IGHJ2*01	IGHV1-36*01	NA	NA
445	NA	IGHJ2*02	IGHV1-36*01	NA	NA
446	NA	IGHJ3*01	IGHV1-36*01	NA	NA
447	NA	IGHJ3*02	IGHV1-36*01	NA	NA
448	NA	IGHJ4*01	IGHV1-36*01	NA	NA
449	IGHD1-1*01	IGHJ1*01	IGHV1-37*01	NA	NA
450	IGHD1-1*01	IGHJ2*01	IGHV1-37*01	NA	NA
451	IGHD1-1*01	IGHJ3*01	IGHV1-37*01	NA	NA
452	IGHD1-1*01	IGHJ4*01	IGHV1-37*01	NA	NA
453	IGHD1-2*01	IGHJ3*01	IGHV1-37*01	NA	NA
454	IGHD2-11*02	IGHJ2*01	IGHV1-37*01	NA	NA
455	IGHD2-14*01	IGHJ4*01	IGHV1-37*01	NA	NA
456	IGHD2-3*01	IGHJ2*01	IGHV1-37*01	NA	NA
457	IGHD2-3*01	IGHJ4*01	IGHV1-37*01	NA	NA
458	IGHD2-8*01	IGHJ2*01	IGHV1-37*01	NA	NA
459	IGHD2-8*01	IGHJ3*01	IGHV1-37*01	NA	NA
460	IGHD2-9*01	IGHJ4*01	IGHV1-37*01	NA	NA
461	IGHD2-9*02	IGHJ2*01	IGHV1-37*01	NA	NA
462	NA	IGHJ1*01	IGHV1-37*01	NA	NA
463	NA	IGHJ1*03	IGHV1-37*01	NA	NA
464	NA	IGHJ2*01	IGHV1-37*01	NA	NA
465	NA	IGHJ2*02	IGHV1-37*01	NA	NA
466	NA	IGHJ3*01	IGHV1-37*01	NA	NA
467	NA	IGHJ3*02	IGHV1-37*01	NA	NA
468	NA	IGHJ4*01	IGHV1-37*01	NA	NA
469	IGHD1-1*01	IGHJ1*03	IGHV1-38*01	NA	NA
470	IGHD1-1*01	IGHJ2*01	IGHV1-38*01	NA	NA
471	IGHD1-1*01	IGHJ3*01	IGHV1-38*01	NA	NA
472	IGHD1-2*01	IGHJ4*01	IGHV1-38*01	NA	NA
473	IGHD2-3*01	IGHJ4*01	IGHV1-38*01	NA	NA
474	NA	IGHJ1*03	IGHV1-38*01	NA	NA
475	NA	IGHJ2*01	IGHV1-38*01	NA	NA
476	NA	IGHJ3*01	IGHV1-38*01	NA	NA
477	NA	IGHJ4*01	IGHV1-38*01	NA	NA
478	IGHD1-1*01	IGHJ1*03	IGHV1-39*01	NA	NA
479	IGHD1-1*01	IGHJ2*01	IGHV1-39*01	NA	NA
480	IGHD1-1*01	IGHJ3*01	IGHV1-39*01	NA	NA
481	IGHD1-1*01	IGHJ4*01	IGHV1-39*01	NA	NA
482	IGHD1-2*01	IGHJ2*01	IGHV1-39*01	NA	NA
483	IGHD1-2*01	IGHJ3*01	IGHV1-39*01	NA	NA
484	IGHD2-3*01	IGHJ4*01	IGHV1-39*01	NA	NA
485	IGHD2-6*01	IGHJ2*01	IGHV1-39*01	NA	NA
486	IGHD2-6*01	IGHJ4*01	IGHV1-39*01	NA	NA
487	IGHD2-8*01	IGHJ3*01	IGHV1-39*01	NA	NA
488	IGHD2-8*01	IGHJ4*01	IGHV1-39*01	NA	NA
489	IGHD2-9*02	IGHJ3*01	IGHV1-39*01	NA	NA
490	IGHD2-9*02	IGHJ4*01	IGHV1-39*01	NA	NA
491	IGHD3-2*02	IGHJ2*01	IGHV1-39*01	NA	NA
492	IGHD3-2*02	IGHJ3*01	IGHV1-39*01	NA	NA
493	IGHD3-2*02	IGHJ4*01	IGHV1-39*01	NA	NA
494	NA	IGHJ1*01	IGHV1-39*01	NA	NA
495	NA	IGHJ1*03	IGHV1-39*01	NA	NA
496	NA	IGHJ2*01	IGHV1-39*01	NA	NA
497	NA	IGHJ2*03	IGHV1-39*01	NA	NA
498	NA	IGHJ3*01	IGHV1-39*01	NA	NA
499	NA	IGHJ3*02	IGHV1-39*01	NA	NA
500	NA	IGHJ4*01	IGHV1-39*01	NA	NA
501	IGHD1-1*01	IGHJ1*01	IGHV1-4*01	NA	NA
502	IGHD1-1*01	IGHJ1*03	IGHV1-4*01	NA	NA
503	IGHD1-1*01	IGHJ2*01	IGHV1-4*01	NA	NA
504	IGHD1-1*01	IGHJ3*01	IGHV1-4*01	NA	NA
505	IGHD1-1*01	IGHJ4*01	IGHV1-4*01	NA	NA
506	IGHD2-14*01	IGHJ3*01	IGHV1-4*01	NA	NA
507	IGHD2-3*01	IGHJ3*01	IGHV1-4*01	NA	NA
508	IGHD2-7*01	IGHJ1*03	IGHV1-4*01	NA	NA
509	IGHD2-7*01	IGHJ3*01	IGHV1-4*01	NA	NA
510	IGHD2-8*01	IGHJ1*03	IGHV1-4*01	NA	NA
511	IGHD2-9*02	IGHJ2*01	IGHV1-4*01	NA	NA
512	IGHD2-9*02	IGHJ3*01	IGHV1-4*01	NA	NA
513	IGHD3-1*01	IGHJ4*01	IGHV1-4*01	NA	NA
514	NA	IGHJ1*01	IGHV1-4*01	NA	NA
515	NA	IGHJ1*03	IGHV1-4*01	NA	NA
516	NA	IGHJ2*01	IGHV1-4*01	NA	NA
517	NA	IGHJ2*02	IGHV1-4*01	NA	NA
518	NA	IGHJ3*01	IGHV1-4*01	NA	NA
519	NA	IGHJ4*01	IGHV1-4*01	NA	NA
520	IGHD1-1*01	IGHJ2*01	IGHV1-4*02	NA	NA
521	IGHD1-1*01	IGHJ3*01	IGHV1-4*02	NA	NA
522	IGHD1-1*01	IGHJ4*01	IGHV1-4*02	NA	NA
523	IGHD2-11*02	IGHJ3*01	IGHV1-4*02	NA	NA
524	IGHD2-3*01	IGHJ3*01	IGHV1-4*02	NA	NA
525	IGHD2-8*01	IGHJ4*01	IGHV1-4*02	NA	NA
526	IGHD3-2*01	IGHJ3*01	IGHV1-4*02	NA	NA
527	NA	IGHJ1*01	IGHV1-4*02	NA	NA
528	NA	IGHJ2*01	IGHV1-4*02	NA	NA
529	NA	IGHJ3*01	IGHV1-4*02	NA	NA
530	NA	IGHJ4*01	IGHV1-4*02	NA	NA
531	NA	IGHJ2*01	IGHV1-40*01	NA	NA
532	IGHD1-1*01	IGHJ1*01	IGHV1-42*01	NA	NA
533	IGHD1-1*01	IGHJ1*03	IGHV1-42*01	NA	NA
534	IGHD1-1*01	IGHJ2*01	IGHV1-42*01	NA	NA
535	IGHD1-1*01	IGHJ3*01	IGHV1-42*01	NA	NA
536	IGHD1-1*01	IGHJ4*01	IGHV1-42*01	NA	NA
537	IGHD1-1*02	IGHJ2*01	IGHV1-42*01	NA	NA
538	IGHD2-3*01	IGHJ3*01	IGHV1-42*01	NA	NA
539	IGHD2-3*01	IGHJ4*01	IGHV1-42*01	NA	NA
540	IGHD2-6*01	IGHJ3*01	IGHV1-42*01	NA	NA
541	IGHD2-8*01	IGHJ4*01	IGHV1-42*01	NA	NA
542	IGHD2-9*01	IGHJ3*01	IGHV1-42*01	NA	NA
543	IGHD2-9*02	IGHJ2*01	IGHV1-42*01	NA	NA
544	IGHD2-9*02	IGHJ3*01	IGHV1-42*01	NA	NA
545	IGHD2-9*02	IGHJ4*01	IGHV1-42*01	NA	NA
546	IGHD3-2*02	IGHJ2*01	IGHV1-42*01	NA	NA
547	NA	IGHJ1*01	IGHV1-42*01	NA	NA
548	NA	IGHJ1*03	IGHV1-42*01	NA	NA
549	NA	IGHJ2*01	IGHV1-42*01	NA	NA
550	NA	IGHJ3*01	IGHV1-42*01	NA	NA
551	NA	IGHJ4*01	IGHV1-42*01	NA	NA
552	IGHD1-1*01	IGHJ1*01	IGHV1-43*01	NA	NA
553	IGHD1-1*01	IGHJ1*03	IGHV1-43*01	NA	NA
554	IGHD1-1*01	IGHJ3*01	IGHV1-43*01	NA	NA
555	IGHD1-1*01	IGHJ4*01	IGHV1-43*01	NA	NA
556	NA	IGHJ1*03	IGHV1-43*01	NA	NA
557	NA	IGHJ2*01	IGHV1-43*01	NA	NA
558	NA	IGHJ3*01	IGHV1-43*01	NA	NA
559	NA	IGHJ4*01	IGHV1-43*01	NA	NA
560	IGHD1-1*01	IGHJ1*03	IGHV1-47*01	NA	NA
561	IGHD1-1*01	IGHJ2*01	IGHV1-47*01	NA	NA
562	IGHD1-1*01	IGHJ3*01	IGHV1-47*01	NA	NA
563	IGHD1-1*01	IGHJ4*01	IGHV1-47*01	NA	NA
564	IGHD2-11*02	IGHJ1*03	IGHV1-47*01	NA	NA
565	IGHD2-11*02	IGHJ4*01	IGHV1-47*01	NA	NA
566	IGHD2-14*01	IGHJ4*01	IGHV1-47*01	NA	NA
567	IGHD2-3*01	IGHJ2*01	IGHV1-47*01	NA	NA
568	IGHD2-3*01	IGHJ3*01	IGHV1-47*01	NA	NA
569	IGHD2-6*01	IGHJ3*01	IGHV1-47*01	NA	NA
570	IGHD2-6*01	IGHJ4*01	IGHV1-47*01	NA	NA
571	IGHD2-7*01	IGHJ3*01	IGHV1-47*01	NA	NA
572	IGHD2-8*01	IGHJ1*03	IGHV1-47*01	NA	NA
573	IGHD2-8*01	IGHJ2*01	IGHV1-47*01	NA	NA
574	IGHD2-8*01	IGHJ4*01	IGHV1-47*01	NA	NA
575	IGHD2-9*01	IGHJ4*01	IGHV1-47*01	NA	NA
576	IGHD2-9*02	IGHJ3*01	IGHV1-47*01	NA	NA
577	IGHD2-9*02	IGHJ4*01	IGHV1-47*01	NA	NA
578	IGHD3-1*01	IGHJ2*01	IGHV1-47*01	NA	NA
579	IGHD3-2*02	IGHJ3*01	IGHV1-47*01	NA	NA
580	IGHD3-2*02	IGHJ3*02	IGHV1-47*01	NA	NA
581	NA	IGHJ1*01	IGHV1-47*01	NA	NA
582	NA	IGHJ1*03	IGHV1-47*01	NA	NA
583	NA	IGHJ2*01	IGHV1-47*01	NA	NA
584	NA	IGHJ2*02	IGHV1-47*01	NA	NA
585	NA	IGHJ2*03	IGHV1-47*01	NA	NA
586	NA	IGHJ3*01	IGHV1-47*01	NA	NA
587	NA	IGHJ3*02	IGHV1-47*01	NA	NA
588	NA	IGHJ4*01	IGHV1-47*01	NA	NA
589	IGHD1-1*01	IGHJ1*03	IGHV1-49*01	NA	NA
590	IGHD1-1*01	IGHJ2*01	IGHV1-49*01	NA	NA
591	IGHD1-1*01	IGHJ3*01	IGHV1-49*01	NA	NA
592	IGHD1-1*01	IGHJ4*01	IGHV1-49*01	NA	NA
593	IGHD2-3*01	IGHJ2*01	IGHV1-49*01	NA	NA
594	IGHD2-6*01	IGHJ4*01	IGHV1-49*01	NA	NA
595	IGHD2-8*01	IGHJ3*01	IGHV1-49*01	NA	NA
596	IGHD2-9*02	IGHJ3*01	IGHV1-49*01	NA	NA
597	IGHD2-9*02	IGHJ4*01	IGHV1-49*01	NA	NA
598	IGHD3-2*02	IGHJ4*01	IGHV1-49*01	NA	NA
599	NA	IGHJ1*03	IGHV1-49*01	NA	NA
600	NA	IGHJ2*01	IGHV1-49*01	NA	NA
601	NA	IGHJ3*01	IGHV1-49*01	NA	NA
602	NA	IGHJ3*02	IGHV1-49*01	NA	NA
603	NA	IGHJ4*01	IGHV1-49*01	NA	NA
604	IGHD1-1*01	IGHJ1*01	IGHV1-5*01	NA	NA
605	IGHD1-1*01	IGHJ1*03	IGHV1-5*01	NA	NA
606	IGHD1-1*01	IGHJ2*01	IGHV1-5*01	NA	NA
607	IGHD1-1*01	IGHJ3*01	IGHV1-5*01	NA	NA
608	IGHD1-1*01	IGHJ4*01	IGHV1-5*01	NA	NA
609	IGHD1-1*02	IGHJ3*01	IGHV1-5*01	NA	NA
610	IGHD1-2*01	IGHJ2*01	IGHV1-5*01	NA	NA
611	IGHD1-2*01	IGHJ4*01	IGHV1-5*01	NA	NA
612	IGHD2-11*02	IGHJ1*01	IGHV1-5*01	NA	NA
613	IGHD2-14*01	IGHJ1*01	IGHV1-5*01	NA	NA
614	IGHD2-14*01	IGHJ3*01	IGHV1-5*01	NA	NA
615	IGHD2-14*01	IGHJ4*01	IGHV1-5*01	NA	NA
616	IGHD2-3*01	IGHJ2*01	IGHV1-5*01	NA	NA
617	IGHD2-3*01	IGHJ3*01	IGHV1-5*01	NA	NA
618	IGHD2-3*01	IGHJ4*01	IGHV1-5*01	NA	NA
619	IGHD2-6*01	IGHJ2*01	IGHV1-5*01	NA	NA
620	IGHD2-7*01	IGHJ2*01	IGHV1-5*01	NA	NA
621	IGHD2-7*01	IGHJ3*01	IGHV1-5*01	NA	NA
622	IGHD2-8*01	IGHJ1*01	IGHV1-5*01	NA	NA
623	IGHD2-8*01	IGHJ2*01	IGHV1-5*01	NA	NA
624	IGHD2-8*01	IGHJ3*01	IGHV1-5*01	NA	NA
625	IGHD2-8*01	IGHJ4*01	IGHV1-5*01	NA	NA
626	IGHD2-9*01	IGHJ3*01	IGHV1-5*01	NA	NA
627	IGHD2-9*02	IGHJ2*01	IGHV1-5*01	NA	NA
628	IGHD2-9*02	IGHJ3*01	IGHV1-5*01	NA	NA
629	IGHD2-9*02	IGHJ4*01	IGHV1-5*01	NA	NA
630	IGHD3-2*01	IGHJ3*01	IGHV1-5*01	NA	NA
631	IGHD3-2*02	IGHJ3*01	IGHV1-5*01	NA	NA
632	NA	IGHJ1*01	IGHV1-5*01	NA	NA
633	NA	IGHJ1*03	IGHV1-5*01	NA	NA
634	NA	IGHJ2*01	IGHV1-5*01	NA	NA
635	NA	IGHJ2*02	IGHV1-5*01	NA	NA
636	NA	IGHJ2*03	IGHV1-5*01	NA	NA
637	NA	IGHJ3*01	IGHV1-5*01	NA	NA
638	NA	IGHJ3*02	IGHV1-5*01	NA	NA
639	NA	IGHJ4*01	IGHV1-5*01	NA	NA
640	IGHD1-1*01	IGHJ1*03	IGHV1-50*01	NA	NA
641	IGHD1-1*01	IGHJ2*01	IGHV1-50*01	NA	NA
642	IGHD1-1*01	IGHJ3*01	IGHV1-50*01	NA	NA
643	IGHD1-1*01	IGHJ4*01	IGHV1-50*01	NA	NA
644	IGHD1-1*02	IGHJ1*03	IGHV1-50*01	NA	NA
645	IGHD1-1*02	IGHJ3*01	IGHV1-50*01	NA	NA
646	IGHD2-11*02	IGHJ3*01	IGHV1-50*01	NA	NA
647	IGHD2-3*01	IGHJ2*01	IGHV1-50*01	NA	NA
648	IGHD2-3*01	IGHJ3*01	IGHV1-50*01	NA	NA
649	IGHD2-3*01	IGHJ4*01	IGHV1-50*01	NA	NA
650	IGHD2-6*01	IGHJ2*01	IGHV1-50*01	NA	NA
651	IGHD2-6*01	IGHJ3*01	IGHV1-50*01	NA	NA
652	IGHD2-6*01	IGHJ4*01	IGHV1-50*01	NA	NA
653	IGHD2-7*01	IGHJ3*01	IGHV1-50*01	NA	NA
654	IGHD2-8*01	IGHJ1*03	IGHV1-50*01	NA	NA
655	IGHD2-8*01	IGHJ3*01	IGHV1-50*01	NA	NA
656	IGHD2-8*01	IGHJ4*01	IGHV1-50*01	NA	NA
657	IGHD2-9*01	IGHJ4*01	IGHV1-50*01	NA	NA
658	IGHD2-9*02	IGHJ1*03	IGHV1-50*01	NA	NA
659	IGHD2-9*02	IGHJ3*01	IGHV1-50*01	NA	NA
660	IGHD2-9*02	IGHJ4*01	IGHV1-50*01	NA	NA
661	IGHD3-1*01	IGHJ2*01	IGHV1-50*01	NA	NA
662	IGHD3-2*02	IGHJ3*01	IGHV1-50*01	NA	NA
663	IGHD3-2*02	IGHJ4*01	IGHV1-50*01	NA	NA
664	NA	IGHJ1*01	IGHV1-50*01	NA	NA
665	NA	IGHJ1*03	IGHV1-50*01	NA	NA
666	NA	IGHJ2*01	IGHV1-50*01	NA	NA
667	NA	IGHJ2*02	IGHV1-50*01	NA	NA
668	NA	IGHJ3*01	IGHV1-50*01	NA	NA
669	NA	IGHJ3*02	IGHV1-50*01	NA	NA
670	NA	IGHJ4*01	IGHV1-50*01	NA	NA
671	IGHD1-1*01	IGHJ1*01	IGHV1-52*01	NA	NA
672	IGHD1-1*01	IGHJ1*03	IGHV1-52*01	NA	NA
673	IGHD1-1*01	IGHJ2*01	IGHV1-52*01	NA	NA
674	IGHD1-1*01	IGHJ2*02	IGHV1-52*01	NA	NA
675	IGHD1-1*01	IGHJ2*03	IGHV1-52*01	NA	NA
676	IGHD1-1*01	IGHJ3*01	IGHV1-52*01	NA	NA
677	IGHD1-1*01	IGHJ4*01	IGHV1-52*01	NA	NA
678	IGHD1-1*02	IGHJ1*03	IGHV1-52*01	NA	NA
679	IGHD1-1*02	IGHJ2*01	IGHV1-52*01	NA	NA
680	IGHD1-1*02	IGHJ2*02	IGHV1-52*01	NA	NA
681	IGHD2-11*02	IGHJ4*01	IGHV1-52*01	NA	NA
682	IGHD2-3*01	IGHJ2*01	IGHV1-52*01	NA	NA
683	IGHD2-3*01	IGHJ3*01	IGHV1-52*01	NA	NA
684	IGHD2-3*01	IGHJ4*01	IGHV1-52*01	NA	NA
685	IGHD2-6*01	IGHJ1*03	IGHV1-52*01	NA	NA
686	IGHD2-6*01	IGHJ2*01	IGHV1-52*01	NA	NA
687	IGHD2-6*01	IGHJ3*01	IGHV1-52*01	NA	NA
688	IGHD2-6*01	IGHJ4*01	IGHV1-52*01	NA	NA
689	IGHD2-7*01	IGHJ1*03	IGHV1-52*01	NA	NA
690	IGHD2-7*01	IGHJ2*01	IGHV1-52*01	NA	NA
691	IGHD2-7*01	IGHJ3*01	IGHV1-52*01	NA	NA
692	IGHD2-7*01	IGHJ4*01	IGHV1-52*01	NA	NA
693	IGHD2-8*01	IGHJ1*03	IGHV1-52*01	NA	NA
694	IGHD2-8*01	IGHJ2*01	IGHV1-52*01	NA	NA
695	IGHD2-8*01	IGHJ3*01	IGHV1-52*01	NA	NA
696	IGHD2-8*01	IGHJ4*01	IGHV1-52*01	NA	NA
697	IGHD2-9*01	IGHJ3*01	IGHV1-52*01	NA	NA
698	IGHD2-9*01	IGHJ4*01	IGHV1-52*01	NA	NA
699	IGHD2-9*02	IGHJ1*03	IGHV1-52*01	NA	NA
700	IGHD2-9*02	IGHJ2*01	IGHV1-52*01	NA	NA
701	IGHD2-9*02	IGHJ2*02	IGHV1-52*01	NA	NA
702	IGHD2-9*02	IGHJ3*01	IGHV1-52*01	NA	NA
703	IGHD2-9*02	IGHJ4*01	IGHV1-52*01	NA	NA
704	IGHD3-1*01	IGHJ1*03	IGHV1-52*01	NA	NA
705	IGHD3-2*02	IGHJ2*01	IGHV1-52*01	NA	NA
706	IGHD3-2*02	IGHJ3*01	IGHV1-52*01	NA	NA
707	IGHD3-2*02	IGHJ4*01	IGHV1-52*01	NA	NA
708	NA	IGHJ1*03	IGHV1-52*01	NA	NA
709	NA	IGHJ2*01	IGHV1-52*01	NA	NA
710	NA	IGHJ2*02	IGHV1-52*01	NA	NA
711	NA	IGHJ2*03	IGHV1-52*01	NA	NA
712	NA	IGHJ3*01	IGHV1-52*01	NA	NA
713	NA	IGHJ3*02	IGHV1-52*01	NA	NA
714	NA	IGHJ4*01	IGHV1-52*01	NA	NA
715	IGHD1-1*01	IGHJ1*01	IGHV1-53*01	NA	NA
716	IGHD1-1*01	IGHJ1*03	IGHV1-53*01	NA	NA
717	IGHD1-1*01	IGHJ2*01	IGHV1-53*01	NA	NA
718	IGHD1-1*01	IGHJ2*02	IGHV1-53*01	NA	NA
719	IGHD1-1*01	IGHJ3*01	IGHV1-53*01	NA	NA
720	IGHD1-1*01	IGHJ3*02	IGHV1-53*01	NA	NA
721	IGHD1-1*01	IGHJ4*01	IGHV1-53*01	NA	NA
722	IGHD1-1*02	IGHJ1*03	IGHV1-53*01	NA	NA
723	IGHD1-1*02	IGHJ2*01	IGHV1-53*01	NA	NA
724	IGHD2-11*02	IGHJ3*01	IGHV1-53*01	NA	NA
725	IGHD2-3*01	IGHJ1*03	IGHV1-53*01	NA	NA
726	IGHD2-3*01	IGHJ2*01	IGHV1-53*01	NA	NA
727	IGHD2-3*01	IGHJ3*01	IGHV1-53*01	NA	NA
728	IGHD2-3*01	IGHJ4*01	IGHV1-53*01	NA	NA
729	IGHD2-6*01	IGHJ2*01	IGHV1-53*01	NA	NA
730	IGHD2-6*01	IGHJ3*01	IGHV1-53*01	NA	NA
731	IGHD2-6*01	IGHJ4*01	IGHV1-53*01	NA	NA
732	IGHD2-7*01	IGHJ1*03	IGHV1-53*01	NA	NA
733	IGHD2-7*01	IGHJ2*01	IGHV1-53*01	NA	NA
734	IGHD2-7*01	IGHJ3*01	IGHV1-53*01	NA	NA
735	IGHD2-7*01	IGHJ4*01	IGHV1-53*01	NA	NA
736	IGHD2-8*01	IGHJ1*03	IGHV1-53*01	NA	NA
737	IGHD2-8*01	IGHJ2*01	IGHV1-53*01	NA	NA
738	IGHD2-8*01	IGHJ3*01	IGHV1-53*01	NA	NA
739	IGHD2-8*01	IGHJ4*01	IGHV1-53*01	NA	NA
740	IGHD2-9*01	IGHJ2*01	IGHV1-53*01	NA	NA
741	IGHD2-9*01	IGHJ3*01	IGHV1-53*01	NA	NA
742	IGHD2-9*02	IGHJ1*03	IGHV1-53*01	NA	NA
743	IGHD2-9*02	IGHJ2*01	IGHV1-53*01	NA	NA
744	IGHD2-9*02	IGHJ3*01	IGHV1-53*01	NA	NA
745	IGHD2-9*02	IGHJ4*01	IGHV1-53*01	NA	NA
746	IGHD3-2*01	IGHJ3*01	IGHV1-53*01	NA	NA
747	IGHD3-2*02	IGHJ2*01	IGHV1-53*01	NA	NA
748	IGHD3-2*02	IGHJ3*01	IGHV1-53*01	NA	NA
749	IGHD3-2*02	IGHJ4*01	IGHV1-53*01	NA	NA
750	NA	IGHJ1*01	IGHV1-53*01	NA	NA
751	NA	IGHJ1*03	IGHV1-53*01	NA	NA
752	NA	IGHJ2*01	IGHV1-53*01	NA	NA
753	NA	IGHJ2*02	IGHV1-53*01	NA	NA
754	NA	IGHJ2*03	IGHV1-53*01	NA	NA
755	NA	IGHJ3*01	IGHV1-53*01	NA	NA
756	NA	IGHJ3*02	IGHV1-53*01	NA	NA
757	NA	IGHJ4*01	IGHV1-53*01	NA	NA
758	NA	IGHJ1*03	IGHV1-53*03	NA	NA
759	NA	IGHJ3*01	IGHV1-53*03	NA	NA
760	NA	IGHJ2*01	IGHV1-53*04	NA	NA
761	IGHD1-1*01	IGHJ1*01	IGHV1-54*01	NA	NA
762	IGHD1-1*01	IGHJ1*03	IGHV1-54*01	NA	NA
763	IGHD1-1*01	IGHJ2*01	IGHV1-54*01	NA	NA
764	IGHD1-1*01	IGHJ3*01	IGHV1-54*01	NA	NA
765	IGHD1-1*01	IGHJ4*01	IGHV1-54*01	NA	NA
766	IGHD1-2*01	IGHJ2*01	IGHV1-54*01	NA	NA
767	IGHD2-11*02	IGHJ4*01	IGHV1-54*01	NA	NA
768	IGHD2-14*01	IGHJ2*01	IGHV1-54*01	NA	NA
769	IGHD2-14*01	IGHJ3*01	IGHV1-54*01	NA	NA
770	IGHD2-3*01	IGHJ3*01	IGHV1-54*01	NA	NA
771	IGHD2-3*01	IGHJ4*01	IGHV1-54*01	NA	NA
772	IGHD2-6*01	IGHJ2*01	IGHV1-54*01	NA	NA
773	IGHD2-7*01	IGHJ4*01	IGHV1-54*01	NA	NA
774	IGHD2-8*01	IGHJ4*01	IGHV1-54*01	NA	NA
775	IGHD2-9*02	IGHJ3*01	IGHV1-54*01	NA	NA
776	IGHD2-9*02	IGHJ4*01	IGHV1-54*01	NA	NA
777	IGHD3-2*01	IGHJ2*01	IGHV1-54*01	NA	NA
778	IGHD3-2*01	IGHJ3*01	IGHV1-54*01	NA	NA
779	IGHD3-2*01	IGHJ4*01	IGHV1-54*01	NA	NA
780	IGHD3-2*02	IGHJ3*01	IGHV1-54*01	NA	NA
781	NA	IGHJ1*01	IGHV1-54*01	NA	NA
782	NA	IGHJ1*03	IGHV1-54*01	NA	NA
783	NA	IGHJ2*01	IGHV1-54*01	NA	NA
784	NA	IGHJ2*02	IGHV1-54*01	NA	NA
785	NA	IGHJ3*01	IGHV1-54*01	NA	NA
786	NA	IGHJ3*02	IGHV1-54*01	NA	NA
787	NA	IGHJ4*01	IGHV1-54*01	NA	NA
788	IGHD1-1*01	IGHJ1*03	IGHV1-54*02	NA	NA
789	IGHD1-1*01	IGHJ2*01	IGHV1-54*02	NA	NA
790	IGHD1-1*01	IGHJ3*01	IGHV1-54*02	NA	NA
791	IGHD1-1*01	IGHJ4*01	IGHV1-54*02	NA	NA
792	IGHD1-1*02	IGHJ2*01	IGHV1-54*02	NA	NA
793	IGHD2-8*01	IGHJ4*01	IGHV1-54*02	NA	NA
794	NA	IGHJ1*01	IGHV1-54*02	NA	NA
