	d	j	v	frequency	frequency	frequency	frequency	frequency	frequency	frequency	frequency	frequency	frequency	frequency	frequency	frequency	frequency
385	IGHD2-4*01	IGHJ2-1*01	IGHV8-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
386	IGHD2-5*01	IGHJ2-1*01	IGHV8-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
387	IGHD2-5*01	IGHJ2-2*01	IGHV8-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
388	IGHD2-5*01	IGHJ2-4*01	IGHV8-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
389	IGHD2-5*01	IGHJ2-5*01	IGHV8-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
390	NA	IGHJ2-1*01	IGHV8-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
391	NA	IGHJ2-2*01	IGHV8-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
392	NA	IGHJ2-3*01	IGHV8-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
393	NA	IGHJ2-4*01	IGHV8-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
394	NA	IGHJ2-5*01	IGHV8-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
395	IGHD2-2*01	IGHJ2-4*01	IGHV8-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
396	IGHD2-4*01	IGHJ2-4*01	IGHV8-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
397	IGHD2-5*01	IGHJ2-1*01	IGHV8-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
398	IGHD2-5*01	IGHJ2-2*01	IGHV8-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
399	IGHD2-5*01	IGHJ2-3*01	IGHV8-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
400	IGHD2-5*01	IGHJ2-4*01	IGHV8-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
401	NA	IGHJ1-1*01	IGHV8-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
402	NA	IGHJ1-2*01	IGHV8-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
403	NA	IGHJ2-1*01	IGHV8-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
404	NA	IGHJ2-2*01	IGHV8-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
405	NA	IGHJ2-3*01	IGHV8-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
406	NA	IGHJ2-4*01	IGHV8-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
407	NA	IGHJ2-5*01	IGHV8-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
408	NA	IGHJ2-1*01	IGHV9-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
409	NA	IGHJ2-4*01	IGHV9-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
410	IGHD2-4*01	IGHJ2-1*01	IGHV9-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
411	IGHD2-5*01	IGHJ2-1*01	IGHV9-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
412	IGHD2-5*01	IGHJ2-5*01	IGHV9-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
413	NA	IGHJ1-2*01	IGHV9-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
414	NA	IGHJ2-1*01	IGHV9-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
415	NA	IGHJ2-2*01	IGHV9-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
416	NA	IGHJ2-4*01	IGHV9-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
417	NA	IGHJ2-5*01	IGHV9-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
418	IGHD2-5*01	IGHJ2-1*01	IGHV9-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
419	IGHD2-5*01	IGHJ2-4*01	IGHV9-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
420	NA	IGHJ2-1*01	IGHV9-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
421	NA	IGHJ2-2*01	IGHV9-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
422	NA	IGHJ2-4*01	IGHV9-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
423	NA	IGHJ2-5*01	IGHV9-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
424	NA	IGHJ1-1*01	IGHV9-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
425	NA	IGHJ2-1*01	IGHV9-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
426	NA	IGHJ2-2*01	IGHV9-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
427	NA	IGHJ2-3*01	IGHV9-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
428	NA	IGHJ2-4*01	IGHV9-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
429	NA	IGHJ2-5*01	IGHV9-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV1-2*01__________IGHD1-2*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV1-2*01__________IGHD1-2*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV1-2*01__________IGHD2-2*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	3.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA
IGHV1-2*01__________IGHD2-3*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
IGHV1-2*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	NA	1.0	2.0	NA	4.0	1.0	1.0	30.0	NA	4.0	1.0	2.0	2.0	NA
IGHV1-2*01__________IGHD2-4*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	1.0	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
IGHV1-2*01__________IGHD2-4*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	1.0	NA	NA	NA	16.0	NA	NA	NA	NA	NA	NA	NA
IGHV1-2*01__________IGHD2-4*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	1.0	NA	NA	NA	NA	NA
IGHV1-2*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	7.0	1.0	2.0	NA	1.0	NA	NA	NA	2.0	NA	NA	4.0	2.0	64.0
IGHV1-2*01__________IGHD2-5*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA
IGHV1-2*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	NA	4.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.0	NA
IGHV1-2*01__________IGHD2-5*01__________IGHJ2-5*01	NA	NA	NA	5.0	NA	3.0	NA	NA	NA	NA	NA	2.0	NA	NA	NA	1.0	NA
IGHV1-2*01__________NA__________IGHJ1-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA
IGHV1-2*01__________NA__________IGHJ2-1*01	NA	NA	NA	239.0	879.0	353.0	401.0	341.0	157.0	483.0	385.0	278.0	1719.0	324.0	831.0	363.0	255.0
IGHV1-2*01__________NA__________IGHJ2-2*01	NA	NA	NA	443.0	379.0	112.0	249.0	172.0	82.0	1090.0	208.0	225.0	438.0	368.0	189.0	425.0	111.0
IGHV1-2*01__________NA__________IGHJ2-3*01	NA	NA	NA	11.0	22.0	6.0	15.0	22.0	4.0	24.0	25.0	36.0	28.0	11.0	52.0	35.0	1.0
IGHV1-2*01__________NA__________IGHJ2-4*01	NA	NA	NA	1629.0	280.0	131.0	254.0	303.0	93.0	2026.0	420.0	213.0	245.0	240.0	171.0	179.0	308.0
IGHV1-2*01__________NA__________IGHJ2-5*01	NA	NA	NA	161.0	218.0	81.0	170.0	105.0	108.0	1023.0	230.0	135.0	4739.0	91.0	70.0	74.0	134.0
IGHV1-3*01__________IGHD2-2*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA
IGHV1-3*01__________IGHD2-2*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA
IGHV1-3*01__________IGHD2-3*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA
IGHV1-3*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	3.0	1.0	NA
IGHV1-3*01__________IGHD2-4*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	1.0	NA	NA
IGHV1-3*01__________IGHD2-4*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV1-3*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	2.0	NA	NA	NA	2.0	NA	NA	NA	1.0	3.0	24.0	3.0	8.0	NA
IGHV1-3*01__________IGHD2-5*01__________IGHJ2-2*01	NA	NA	NA	1.0	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA	2.0	2.0	NA
IGHV1-3*01__________IGHD2-5*01__________IGHJ2-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	240.0
IGHV1-3*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	3.0	15.0	40.0	3.0	2.0	NA
IGHV1-3*01__________IGHD2-5*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	5.0	1.0	NA	NA
IGHV1-3*01__________NA__________IGHJ2-1*01	NA	NA	NA	138.0	2217.0	38.0	78.0	4510.0	9.0	2048.0	270.0	1162.0	4971.0	12636.0	4801.0	3036.0	209.0
IGHV1-3*01__________NA__________IGHJ2-2*01	NA	NA	NA	44.0	103.0	30.0	31.0	39.0	2.0	177.0	312.0	61.0	145.0	72.0	95.0	163.0	3692.0
IGHV1-3*01__________NA__________IGHJ2-3*01	NA	NA	NA	3.0	47.0	NA	19.0	16.0	NA	274.0	69.0	15.0	24.0	7.0	29.0	31.0	58.0
IGHV1-3*01__________NA__________IGHJ2-4*01	NA	NA	NA	60.0	59.0	24.0	54.0	94.0	8.0	1088.0	9076.0	99.0	116.0	137.0	480.0	122.0	1252.0
IGHV1-3*01__________NA__________IGHJ2-5*01	NA	NA	NA	19.0	54.0	19.0	33.0	34.0	NA	709.0	44.0	3324.0	419.0	39.0	129.0	1793.0	14.0
IGHV1-4*01__________IGHD2-2*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	4.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV1-4*01__________IGHD2-2*01__________IGHJ2-4*01	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV1-4*01__________IGHD2-2*01__________IGHJ2-5*01	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA
IGHV1-4*01__________IGHD2-3*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0
IGHV1-4*01__________IGHD2-3*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA
IGHV1-4*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA
IGHV1-4*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	1.0	NA	NA	NA	1.0	NA	NA	NA	1.0	NA	NA	NA	NA	NA
IGHV1-4*01__________IGHD2-5*01__________IGHJ2-2*01	NA	NA	NA	NA	4.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV1-4*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	1.0	NA	NA	1.0	NA	NA
IGHV1-4*01__________NA__________IGHJ2-1*01	NA	NA	NA	52.0	111.0	145.0	155.0	57.0	42.0	531.0	165.0	240.0	54.0	64.0	100.0	14.0	34.0
IGHV1-4*01__________NA__________IGHJ2-2*01	NA	NA	NA	28.0	86.0	12.0	36.0	64.0	7.0	153.0	99.0	76.0	34.0	27.0	55.0	9.0	52.0
IGHV1-4*01__________NA__________IGHJ2-3*01	NA	NA	NA	22.0	44.0	3.0	7.0	19.0	1.0	47.0	24.0	5.0	25.0	NA	2.0	1.0	3.0
IGHV1-4*01__________NA__________IGHJ2-4*01	NA	NA	NA	27.0	327.0	10.0	92.0	106.0	26.0	225.0	77.0	67.0	237.0	9.0	37.0	9.0	21.0
IGHV1-4*01__________NA__________IGHJ2-5*01	NA	NA	NA	27.0	84.0	2.0	31.0	56.0	4.0	154.0	129.0	41.0	208.0	1.0	14.0	3.0	82.0
IGHV1-5*01__________IGHD2-2*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA
IGHV1-5*01__________IGHD2-3*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA
IGHV1-5*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	5.0	6.0	NA	9.0	15.0	7.0	4.0	NA	NA	3.0	2.0	1.0	15.0	NA
IGHV1-5*01__________IGHD2-4*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
IGHV1-5*01__________IGHD2-4*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA
IGHV1-5*01__________IGHD2-4*01__________IGHJ2-5*01	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV1-5*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	5.0	NA	NA	NA	NA	1.0	NA	NA	5.0	NA
IGHV1-5*01__________IGHD2-5*01__________IGHJ2-2*01	NA	NA	NA	7.0	NA	NA	NA	NA	NA	NA	NA	8.0	NA	NA	NA	NA	NA
IGHV1-5*01__________IGHD2-5*01__________IGHJ2-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA
IGHV1-5*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	1.0	NA	3.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV1-5*01__________IGHD2-5*01__________IGHJ2-5*01	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	2.0	NA
IGHV1-5*01__________NA__________IGHJ2-1*01	NA	NA	NA	129.0	259.0	87.0	881.0	211.0	139.0	428.0	155.0	195.0	81.0	121.0	6175.0	176.0	161.0
IGHV1-5*01__________NA__________IGHJ2-2*01	NA	NA	NA	60.0	275.0	59.0	421.0	233.0	135.0	399.0	284.0	173.0	112.0	661.0	332.0	145.0	102.0
IGHV1-5*01__________NA__________IGHJ2-3*01	NA	NA	NA	36.0	105.0	50.0	38.0	85.0	21.0	50.0	72.0	60.0	961.0	17.0	9.0	31.0	13.0
IGHV1-5*01__________NA__________IGHJ2-4*01	NA	NA	NA	60.0	362.0	52.0	1990.0	604.0	278.0	263.0	249.0	158.0	82.0	223.0	208.0	99.0	53.0
IGHV1-5*01__________NA__________IGHJ2-5*01	NA	NA	NA	16.0	138.0	50.0	194.0	114.0	105.0	252.0	177.0	73.0	265.0	33.0	188.0	63.0	49.0
IGHV10-1*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	NA	1.0	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	2.0	NA
IGHV10-1*01__________IGHD2-4*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	1.0	NA	NA
IGHV10-1*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.0	3.0	NA
IGHV10-1*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA	NA
IGHV10-1*01__________IGHD2-5*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA
IGHV10-1*01__________NA__________IGHJ2-1*01	NA	NA	NA	31.0	71.0	48.0	63.0	57.0	35.0	148.0	53.0	102.0	14.0	111.0	81.0	80.0	79.0
IGHV10-1*01__________NA__________IGHJ2-2*01	NA	NA	NA	2.0	10.0	NA	3.0	16.0	NA	53.0	5.0	10.0	1.0	6.0	10.0	58.0	NA
IGHV10-1*01__________NA__________IGHJ2-4*01	NA	NA	NA	19.0	51.0	13.0	20.0	48.0	15.0	45.0	115.0	16.0	35.0	90.0	48.0	57.0	80.0
IGHV10-1*01__________NA__________IGHJ2-5*01	NA	NA	NA	2.0	54.0	7.0	16.0	12.0	12.0	9.0	15.0	21.0	16.0	20.0	21.0	24.0	3.0
IGHV11-1*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.0	NA	NA
IGHV11-1*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.0
IGHV11-1*01__________NA__________IGHJ1-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA
IGHV11-1*01__________NA__________IGHJ2-1*01	NA	NA	NA	19.0	23.0	1.0	17.0	8.0	NA	12.0	15.0	17.0	NA	13.0	32.0	22.0	2.0
IGHV11-1*01__________NA__________IGHJ2-2*01	NA	NA	NA	NA	NA	6.0	1.0	1.0	NA	3.0	2.0	9.0	2.0	NA	3.0	2.0	NA
IGHV11-1*01__________NA__________IGHJ2-4*01	NA	NA	NA	NA	11.0	1.0	7.0	6.0	NA	10.0	7.0	2.0	NA	25.0	9.0	5.0	NA
IGHV11-1*01__________NA__________IGHJ2-5*01	NA	NA	NA	1.0	3.0	1.0	1.0	NA	NA	2.0	4.0	4.0	NA	NA	8.0	NA	2.0
IGHV11-2*01__________IGHD2-2*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.0	NA	NA	NA	NA
IGHV11-2*01__________IGHD2-3*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	4.0	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV11-2*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	1.0	NA	NA	2.0	NA	NA	NA
IGHV11-2*01__________IGHD2-4*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA
IGHV11-2*01__________IGHD2-4*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	3.0
IGHV11-2*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	2.0	2.0	2.0	6.0	NA
IGHV11-2*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA
IGHV11-2*01__________IGHD2-5*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA
IGHV11-2*01__________NA__________IGHJ1-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA
IGHV11-2*01__________NA__________IGHJ1-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA	NA	NA	NA	NA	NA	NA
IGHV11-2*01__________NA__________IGHJ2-1*01	NA	NA	NA	14.0	15.0	5.0	2.0	46.0	NA	102.0	61.0	126.0	371.0	183.0	4087.0	238.0	169.0
IGHV11-2*01__________NA__________IGHJ2-2*01	NA	NA	NA	2.0	NA	NA	NA	1.0	NA	18.0	38.0	23.0	43.0	24.0	64.0	102.0	1.0
IGHV11-2*01__________NA__________IGHJ2-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA
IGHV11-2*01__________NA__________IGHJ2-4*01	NA	NA	NA	10.0	7.0	1.0	1.0	NA	NA	162.0	52.0	51.0	4858.0	72.0	185.0	86.0	34.0
IGHV11-2*01__________NA__________IGHJ2-5*01	NA	NA	NA	1.0	NA	3.0	1.0	1.0	NA	31.0	51.0	63.0	9.0	70.0	68.0	32.0	7.0
IGHV13-2*01__________IGHD2-1*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.0	1.0	NA	NA	NA
IGHV13-2*01__________IGHD2-2*01__________IGHJ2-1*01	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV13-2*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	1.0	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	2.0	1.0	NA
IGHV13-2*01__________IGHD2-4*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	1.0
IGHV13-2*01__________IGHD2-4*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA
IGHV13-2*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	4.0	NA	7.0	NA	NA	NA	NA	NA	4.0	NA	5.0	954.0	10.0	NA
IGHV13-2*01__________IGHD2-5*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA
IGHV13-2*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	1.0	NA	NA	NA	1.0	NA	NA	NA	NA	NA	7.0	3.0	4.0	NA
IGHV13-2*01__________IGHD2-5*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA
IGHV13-2*01__________NA__________IGHJ1-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
IGHV13-2*01__________NA__________IGHJ1-2*01	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA
IGHV13-2*01__________NA__________IGHJ2-1*01	NA	NA	NA	252.0	521.0	205.0	193.0	257.0	NA	462.0	225.0	161.0	12558.0	299.0	467.0	487.0	186.0
IGHV13-2*01__________NA__________IGHJ2-2*01	NA	NA	NA	27.0	46.0	8.0	7.0	95.0	NA	24.0	26.0	22.0	1873.0	19.0	56.0	176.0	33.0
IGHV13-2*01__________NA__________IGHJ2-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	3.0	NA
IGHV13-2*01__________NA__________IGHJ2-4*01	NA	NA	NA	135.0	252.0	76.0	101.0	255.0	NA	139.0	125.0	80.0	77.0	118.0	204.0	239.0	93.0
IGHV13-2*01__________NA__________IGHJ2-5*01	NA	NA	NA	94.0	160.0	289.0	53.0	131.0	NA	134.0	128.0	104.0	34.0	128.0	96.0	152.0	39.0
IGHV14-1*01__________IGHD1-2*01__________IGHJ1-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0
IGHV14-1*01__________IGHD1-2*01__________IGHJ1-2*01	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV14-1*01__________IGHD1-2*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA
IGHV14-1*01__________IGHD1-2*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV14-1*01__________IGHD1-2*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA
IGHV14-1*01__________IGHD2-1*01__________IGHJ2-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA
IGHV14-1*01__________IGHD2-2*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA
IGHV14-1*01__________IGHD2-2*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA
IGHV14-1*01__________IGHD2-3*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV14-1*01__________IGHD2-3*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA
IGHV14-1*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	2.0	NA	1.0	1.0	12.0	15.0	NA
IGHV14-1*01__________IGHD2-4*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	3.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
