	v	d	j	frequency
46	IGHV1-5*01	NA	IGHJ2-4*01	208
47	IGHV13-2*01	NA	IGHJ2-4*01	204
48	IGHV8-2*01	NA	IGHJ2-2*01	193
49	IGHV14-1*01	NA	IGHJ2-5*01	190
50	IGHV1-2*01	NA	IGHJ2-2*01	189
51	IGHV1-5*01	NA	IGHJ2-5*01	188
52	IGHV2-2*01	NA	IGHJ2-5*01	186
53	IGHV11-2*01	NA	IGHJ2-4*01	185
54	IGHV1-2*01	NA	IGHJ2-4*01	171
55	IGHV4-1*01	NA	IGHJ2-2*01	169
56	IGHV5-2*01	NA	IGHJ2-1*01	152
57	IGHV4-5*01	NA	IGHJ2-2*01	150
58	IGHV8-3*01	NA	IGHJ2-4*01	146
59	IGHV8-2*01	NA	IGHJ2-4*01	144
60	IGHV4-8*01	NA	IGHJ2-4*01	142
61	IGHV8-4*01	NA	IGHJ2-2*01	141
62	IGHV5-4*01	NA	IGHJ2-1*01	139
63	IGHV2-2*01	NA	IGHJ2-2*01	137
64	IGHV7-1*01	NA	IGHJ2-3*01	129
65	IGHV1-3*01	NA	IGHJ2-5*01	129
66	IGHV7-1*01	NA	IGHJ2-5*01	127
67	IGHV2-1*01	NA	IGHJ2-5*01	126
68	IGHV5-1*01	NA	IGHJ2-5*01	125
69	IGHV9-2*01	NA	IGHJ2-1*01	119
70	IGHV5-3*01	NA	IGHJ2-1*01	118
71	IGHV4-5*01	NA	IGHJ2-4*01	108
72	IGHV1-4*01	NA	IGHJ2-1*01	100
73	IGHV8-4*01	NA	IGHJ2-5*01	97
74	IGHV13-2*01	NA	IGHJ2-5*01	96
75	IGHV1-3*01	NA	IGHJ2-2*01	95
76	IGHV5-8*01	NA	IGHJ2-1*01	87
77	IGHV8-1*01	NA	IGHJ2-4*01	84
78	IGHV5-1*01	NA	IGHJ2-2*01	81
79	IGHV10-1*01	NA	IGHJ2-1*01	81
80	IGHV5-7*01	NA	IGHJ2-1*01	80
81	IGHV14-1*01	NA	IGHJ2-3*01	72
82	IGHV1-2*01	NA	IGHJ2-5*01	70
83	IGHV11-2*01	NA	IGHJ2-5*01	68
84	IGHV4-5*01	NA	IGHJ2-5*01	67
85	IGHV11-2*01	NA	IGHJ2-2*01	64
86	IGHV13-2*01	NA	IGHJ2-2*01	56
87	IGHV5-2*01	NA	IGHJ2-5*01	56
88	IGHV1-4*01	NA	IGHJ2-2*01	55
89	IGHV8-4*01	NA	IGHJ2-3*01	53
90	IGHV11-1*01	IGHD2-5*01	IGHJ2-1*01	53
91	IGHV1-2*01	NA	IGHJ2-3*01	52
92	IGHV10-1*01	NA	IGHJ2-4*01	48
93	IGHV5-7*01	NA	IGHJ2-4*01	46
94	IGHV4-1*01	NA	IGHJ2-5*01	46
95	IGHV9-2*01	NA	IGHJ2-5*01	44
96	IGHV5-2*01	NA	IGHJ2-2*01	43
97	IGHV6-2*01	NA	IGHJ2-4*01	42
98	IGHV4-8*01	IGHD2-4*01	IGHJ2-1*01	42
99	IGHV8-1*01	NA	IGHJ2-2*01	39
100	IGHV4-2*01	NA	IGHJ2-4*01	39
101	IGHV8-2*01	NA	IGHJ2-5*01	39
102	IGHV1-4*01	NA	IGHJ2-4*01	37
103	IGHV3-2*01	NA	IGHJ2-1*01	37
104	IGHV4-5*01	NA	IGHJ2-3*01	36
105	IGHV5-7*01	NA	IGHJ2-2*01	35
106	IGHV8-3*01	NA	IGHJ2-5*01	35
107	IGHV5-8*01	NA	IGHJ2-5*01	34
108	IGHV11-1*01	NA	IGHJ2-1*01	32
109	IGHV1-3*01	NA	IGHJ2-3*01	29
110	IGHV4-9*01	NA	IGHJ2-1*01	28
111	IGHV4-3*01	IGHD2-5*01	IGHJ2-1*01	28
112	IGHV4-8*01	NA	IGHJ2-3*01	28
113	IGHV8-2*01	NA	IGHJ2-3*01	27
114	IGHV5-5*01	NA	IGHJ2-4*01	27
115	IGHV5-4*01	NA	IGHJ2-4*01	23
116	IGHV5-7*01	NA	IGHJ2-5*01	23
117	IGHV5-4*01	NA	IGHJ2-5*01	22
118	IGHV6-2*01	NA	IGHJ2-5*01	22
119	IGHV10-1*01	NA	IGHJ2-5*01	21
120	IGHV4-1*01	NA	IGHJ2-3*01	20
121	IGHV2-2*01	IGHD2-5*01	IGHJ2-4*01	20
122	IGHV5-3*01	NA	IGHJ2-4*01	17
123	IGHV4-8*01	IGHD2-4*01	IGHJ2-4*01	16
124	IGHV4-2*01	NA	IGHJ2-2*01	15
125	IGHV14-1*01	IGHD2-5*01	IGHJ2-2*01	15
126	IGHV4-6*01	IGHD2-5*01	IGHJ2-1*01	15
127	IGHV4-2*01	NA	IGHJ2-5*01	15
128	IGHV4-6*01	IGHD2-4*01	IGHJ2-1*01	14
129	IGHV5-2*01	IGHD2-4*01	IGHJ2-1*01	14
130	IGHV8-3*01	NA	IGHJ2-3*01	14
131	IGHV1-4*01	NA	IGHJ2-5*01	14
132	IGHV9-2*01	NA	IGHJ2-4*01	14
133	IGHV5-3*01	NA	IGHJ2-5*01	13
134	IGHV4-8*01	IGHD2-5*01	IGHJ2-4*01	13
135	IGHV8-1*01	NA	IGHJ2-5*01	12
136	IGHV14-1*01	IGHD2-4*01	IGHJ2-1*01	12
137	IGHV5-3*01	NA	IGHJ2-2*01	12
138	IGHV4-9*01	NA	IGHJ2-5*01	11
139	IGHV4-7*01	NA	IGHJ2-1*01	11
140	IGHV4-9*01	NA	IGHJ2-4*01	11
141	IGHV8-2*01	IGHD2-5*01	IGHJ2-4*01	10
142	IGHV10-1*01	NA	IGHJ2-2*01	10
143	IGHV11-1*01	NA	IGHJ2-4*01	9
144	IGHV1-5*01	NA	IGHJ2-3*01	9
145	IGHV10-1*01	IGHD2-5*01	IGHJ2-1*01	9
146	IGHV7-1*01	IGHD2-5*01	IGHJ2-1*01	9
147	IGHV9-3*01	NA	IGHJ2-1*01	8
148	IGHV6-1*01	NA	IGHJ2-2*01	8
149	IGHV11-1*01	NA	IGHJ2-5*01	8
150	IGHV9-4*01	NA	IGHJ2-5*01	8
151	IGHV4-9*01	IGHD2-5*01	IGHJ2-4*01	7
152	IGHV6-1*01	NA	IGHJ2-5*01	6
153	IGHV2-1*01	NA	IGHJ2-3*01	6
154	IGHV6-1*01	NA	IGHJ2-1*01	6
155	IGHV6-2*01	NA	IGHJ2-2*01	6
156	IGHV8-3*01	IGHD2-5*01	IGHJ2-1*01	6
157	IGHV2-1*01	IGHD2-5*01	IGHJ2-1*01	6
158	IGHV6-2*01	IGHD2-5*01	IGHJ2-4*01	5
159	IGHV4-9*01	NA	IGHJ2-2*01	5
160	IGHV2-1*01	IGHD2-4*01	IGHJ2-1*01	5
161	IGHV3-2*01	NA	IGHJ2-5*01	5
162	IGHV4-3*01	IGHD2-5*01	IGHJ2-4*01	4
163	IGHV14-1*01	IGHD2-5*01	IGHJ2-1*01	4
164	IGHV7-1*01	IGHD2-5*01	IGHJ2-2*01	4
165	IGHV7-1*01	IGHD2-5*01	IGHJ2-4*01	4
166	IGHV4-5*01	IGHD2-5*01	IGHJ2-5*01	4
167	IGHV4-7*01	IGHD2-5*01	IGHJ2-2*01	4
168	IGHV5-2*01	NA	IGHJ2-3*01	4
169	IGHV1-2*01	IGHD2-5*01	IGHJ2-1*01	4
170	IGHV9-3*01	NA	IGHJ2-4*01	4
171	IGHV11-1*01	NA	IGHJ2-2*01	3
172	IGHV8-1*01	IGHD2-5*01	IGHJ2-1*01	3
173	IGHV3-2*01	NA	IGHJ2-4*01	3
174	IGHV2-2*01	IGHD2-5*01	IGHJ2-5*01	3
175	IGHV8-3*01	IGHD2-5*01	IGHJ2-4*01	3
176	IGHV1-3*01	IGHD2-5*01	IGHJ2-4*01	3
177	IGHV4-8*01	IGHD2-5*01	IGHJ2-1*01	3
178	IGHV13-2*01	IGHD2-5*01	IGHJ2-4*01	3
179	IGHV10-1*01	IGHD2-5*01	IGHJ2-4*01	3
180	IGHV9-3*01	NA	IGHJ2-5*01	3
181	IGHV4-1*01	IGHD2-5*01	IGHJ2-2*01	3
182	IGHV5-4*01	NA	IGHJ2-2*01	3
183	IGHV6-2*01	IGHD2-4*01	IGHJ2-1*01	3
184	IGHV5-7*01	NA	IGHJ2-3*01	3
185	IGHV1-3*01	IGHD2-4*01	IGHJ2-1*01	3
186	IGHV7-1*01	IGHD2-4*01	IGHJ2-1*01	3
187	IGHV5-7*01	IGHD2-5*01	IGHJ2-1*01	3
188	IGHV5-2*01	IGHD2-5*01	IGHJ2-1*01	3
189	IGHV1-3*01	IGHD2-5*01	IGHJ2-1*01	3
190	IGHV9-4*01	NA	IGHJ2-1*01	3
191	IGHV5-1*01	IGHD2-5*01	IGHJ2-4*01	3
192	IGHV4-6*01	IGHD2-5*01	IGHJ2-4*01	3
193	IGHV6-1*01	NA	IGHJ2-4*01	3
194	IGHV1-2*01	IGHD2-4*01	IGHJ2-1*01	2
195	IGHV4-8*01	IGHD2-5*01	IGHJ2-2*01	2
196	IGHV5-5*01	NA	IGHJ2-2*01	2
197	IGHV13-2*01	IGHD2-4*01	IGHJ2-1*01	2
198	IGHV5-2*01	IGHD2-5*01	IGHJ2-4*01	2
199	IGHV10-1*01	IGHD2-5*01	IGHJ2-5*01	2
200	IGHV5-7*01	IGHD2-5*01	IGHJ2-4*01	2
201	IGHV1-4*01	NA	IGHJ2-3*01	2
202	IGHV7-1*01	IGHD2-2*01	IGHJ2-1*01	2
203	IGHV5-1*01	IGHD2-5*01	IGHJ2-1*01	2
204	IGHV6-2*01	NA	IGHJ1-2*01	2
205	IGHV11-2*01	IGHD2-4*01	IGHJ2-5*01	2
206	IGHV9-3*01	NA	IGHJ2-2*01	2
207	IGHV2-2*01	IGHD2-5*01	IGHJ2-1*01	2
208	IGHV14-1*01	IGHD2-2*01	IGHJ2-2*01	2
209	IGHV14-1*01	IGHD2-5*01	IGHJ2-4*01	2
210	IGHV14-1*01	IGHD1-2*01	IGHJ2-1*01	2
211	IGHV4-3*01	IGHD2-5*01	IGHJ2-5*01	2
212	IGHV1-3*01	IGHD2-5*01	IGHJ2-2*01	2
213	IGHV11-2*01	IGHD2-5*01	IGHJ2-1*01	2
214	IGHV5-8*01	NA	IGHJ2-4*01	2
215	IGHV2-3*01	NA	IGHJ2-5*01	2
216	IGHV1-5*01	IGHD2-5*01	IGHJ2-5*01	1
217	IGHV14-1*01	IGHD2-2*01	IGHJ2-1*01	1
218	IGHV8-3*01	IGHD2-5*01	IGHJ2-2*01	1
219	IGHV4-3*01	NA	IGHJ2-3*01	1
220	IGHV7-1*01	IGHD2-5*01	IGHJ2-3*01	1
221	IGHV1-5*01	IGHD2-4*01	IGHJ2-1*01	1
222	IGHV4-6*01	IGHD2-5*01	IGHJ2-5*01	1
223	IGHV9-2*01	NA	IGHJ2-2*01	1
224	IGHV8-4*01	IGHD2-5*01	IGHJ2-1*01	1
225	IGHV4-8*01	IGHD2-5*01	IGHJ2-5*01	1
226	IGHV1-4*01	IGHD2-5*01	IGHJ2-4*01	1
227	IGHV6-1*01	IGHD2-4*01	IGHJ2-1*01	1
228	IGHV8-4*01	NA	IGHJ1-1*01	1
229	IGHV1-4*01	IGHD2-4*01	IGHJ2-1*01	1
230	IGHV2-1*01	IGHD2-3*01	IGHJ2-1*01	1
231	IGHV2-2*01	IGHD2-4*01	IGHJ2-1*01	1
232	IGHV2-3*01	NA	IGHJ2-4*01	1
233	IGHV5-3*01	IGHD2-4*01	IGHJ2-1*01	1
234	IGHV4-1*01	IGHD2-4*01	IGHJ2-1*01	1
235	IGHV4-3*01	IGHD2-4*01	IGHJ2-1*01	1
236	IGHV4-6*01	IGHD1-2*01	IGHJ2-5*01	1
237	IGHV1-3*01	IGHD2-5*01	IGHJ2-5*01	1
238	IGHV7-1*01	IGHD2-5*01	IGHJ2-5*01	1
239	IGHV7-1*01	IGHD2-2*01	IGHJ2-2*01	1
240	IGHV2-3*01	NA	IGHJ2-2*01	1
241	IGHV2-1*01	IGHD2-5*01	IGHJ2-5*01	1
242	IGHV5-8*01	IGHD2-4*01	IGHJ2-1*01	1
243	IGHV10-1*01	IGHD2-4*01	IGHJ2-5*01	1
244	IGHV1-3*01	IGHD2-4*01	IGHJ2-2*01	1
245	IGHV6-2*01	IGHD2-5*01	IGHJ2-5*01	1
246	IGHV4-3*01	IGHD2-2*01	IGHJ2-1*01	1
247	IGHV8-2*01	NA	IGHJ1-2*01	1
248	IGHV2-1*01	IGHD2-5*01	IGHJ2-4*01	1
249	IGHV4-5*01	IGHD2-5*01	IGHJ2-2*01	1
250	IGHV4-1*01	IGHD2-2*01	IGHJ2-4*01	1
251	IGHV9-1*01	NA	IGHJ2-4*01	1
